Stockcode,Brand,GenericProductName,Description
724107,dickies,face washer,colour may vary (coral or aegean). please advise in your personal shopper notes your preferred colour when reviewing your order at checkout. please note the colour delivered is subject to availability.
724109,dickies,face washer,colour may vary (dahlia or white). please advise in your personal shopper notes your preferred colour when reviewing your order at checkout. please note the colour delivered is subject to availability.
724112,bilpin,apple cider,x
724132,dickies,bath sheet,design may vary. please advise in your personal shopper notes your preferred design when reviewing your order at checkout. please note the design delivered is subject to availability.
724140,dickies,bath sheet,design may vary. please advise in your personal shopper notes your preferred design when reviewing your order at checkout. please note the design delivered is subject to availability.
724156,wishes butterfly,hair clip,x
724203,greens,cupcake mix,x
724274,palmolive,soap bar,x
724284,palmolive,soap bar,x
724285,palmolive,soap bar,x
724352,conimex,ingredients,x
724397,xm,microshield fade iphone 5,x
724468,harpic white & shine,bathroom cleaner,harpic white & shine flushable toilet wipes kills 99.9% germs. with a quick clean up and non-bleach formula.
724478,palmolive,soap bar,x
724482,glen 20,disinfectant,dettol has a range of products to help keep your home smelling fresh, so your family can relax in a clean and comfortable environment. always read the label. use only as directed.
724493,opti free ,contact solution,x
724494,systane ultra,eye drops,x
724497,woolworths heart smart beef,burger,x
724514,cocobella,straight up,x
724540,harpic hygienic,toilet cleaner,no cage - no mess. powerful cleaning with bleach.
724577,bowl fresh,toilet cleaner,automatic toilet bowl cleaner. cleans and deodorises with every flush. easy to use and convenient. non toxic.
724612,dettol,foam hand wash,dettol foam hand wash rose & cherry in bloom 250ml is soft on skin and hard on germs. finally, the care and protection against germs that your family deserves, to help keep your hands healthy. the dense, non-drip lather kills 99.9% of germs and is also soft on skin.
724626,huggies,ultra dry nappies,huggies ultra dry nappies in infant size, with tailored absorbency for girls. with a unique 3d ultraabsorb layer to quickly draw moisture & runny bowel movements away from babies skin. only huggies nappies are clinically proven to help prevent nappy rash. the waistband pocket helps prevent bowel movement leakages at the back.
724631,huggies,ultra dry nappies,huggies ultra dry nappies in toddler size have a revolutionary drytouch® layer which instantly absorbs wetness, leaving baby’s skin dry, even when the nappy is full. huggies exclusive absorbency system, with tailored absorbency for boys, provides up to 12 hours leakage protection. plus they’re the only nappy clinically proven to help prevent nappy rash.
724632,huggies,ultra dry nappies,huggies ultra dry nappies in toddler size have a revolutionary drytouch® layer which instantly absorbs wetness, leaving baby’s skin dry, even when the nappy is full. huggies exclusive absorbency system, with tailored absorbency for girls, provides up to 12 hours leakage protection. plus they’re the only nappy clinically proven to help prevent nappy rash.
724633,huggies,ultra dry nappies,huggies ultra dry nappies in walker size have a revolutionary drytouch® layer which instantly absorbs wetness, leaving baby’s skin dry, even when the nappy is full. huggies exclusive absorbency system, with tailored absorbency for boys, provides up to 12 hours leakage protection. plus they’re the only nappy clinically proven to help prevent nappy rash.
724643,huggies,ultra dry nappies,huggies ultra dry nappies in walker size have a revolutionary drytouch® layer which instantly absorbs wetness, leaving baby’s skin dry, even when the nappy is full. huggies exclusive absorbency system, with tailored absorbency for girls, provides up to 12 hours leakage protection. plus they’re the only nappy clinically proven to help prevent nappy rash.
724644,huggies,ultra dry nappies,huggies ultra dry nappies in junior size have a revolutionary drytouch® layer which instantly absorbs wetness, leaving baby’s skin dry, even when the nappy is full. huggies exclusive absorbency system, with tailored absorbency for boys, provides up to 12 hours leakage protection. plus they’re the only nappy clinically proven to help prevent nappy rash.
724652,huggies,ultra dry nappies,huggies ultra dry nappies in crawler size have a revolutionary drytouch® layer which instantly absorbs wetness, leaving baby’s skin dry, even when the nappy is full. huggies exclusive absorbency system, with tailored absorbency for girls, provides up to 12 hours leakage protection. plus they’re the only nappy clinically proven to help prevent nappy rash.
724653,huggies,ultra dry nappies,huggies ultra dry nappies in junior size have a revolutionary drytouch® layer which instantly absorbs wetness, leaving baby’s skin dry, even when the nappy is full. huggies exclusive absorbency system, with tailored absorbency for girls, provides up to 12 hours leakage protection. plus they’re the only nappy clinically proven to help prevent nappy rash.
724660,huggies,ultra dry nappies,huggies ultra dry nappies in infant size, with tailored absorbency for boys. with a unique 3d ultraabsorb layer to quickly draw moisture & runny bowel movements away from babies skin. only huggies nappies are clinically proven to help prevent nappy rash. the waistband pocket helps prevent bowel movement leakages at the back.
724667,catsan,cat litter,catsan® crystals. made from highly absorbent silica gel crystals. with added freshener or lavender scent. fast acting absorption. eliminates odours. 4kg lasts up to 4 weeks.
724670,huggies,ultra dry nappies,huggies ultra dry nappies in crawler size have a revolutionary drytouch® layer which instantly absorbs wetness, leaving baby’s skin dry, even when the nappy is full. huggies exclusive absorbency system, with tailored absorbency for boys, provides up to 12 hours leakage protection. plus they’re the only nappy clinically proven to help prevent nappy rash.
724682,dairy farmers,sour cream,x
724687,dove,beauty bar,a rich pampering formula for smooth, radiant and pampered skin, with ¼ moisturising cream and a rich blend of shea butter and vanilla leaving skin soft, smooth and even toned.
724691,dove fresh touch,body wash,contains a gentle formula, which provides cool refreshment and effectively nourishes skin and has a refreshingly, soothing scent of cucumber and green tea.
724704,dove pampering,body wash,a shower experience that nourishes and pampers creates a gentle cloud of creamy lather that will leave you in a state of peaceful tranquility, with coconut and jasmine scent.
724708,radox,shower gel,inspired by nature, with a blend of honey, milk and almond oil, radox milk and honey helps bring out skin's natural softness.
724716,arcosteel,cookware,x
724718,arcosteel,cookware,x
724737,the kraken,rum,x
724887,palmolive foam,handwash  ,indulge in a daily treat for your hands. delight your senses with this rich foaming handwash, enriched with the refreshing scent of raspberry. palmolive moisturising foaming handwash will gently cleanse while leaving your hands feeling soft and smooth.
724892,palmolive foaming,handwash  ,palmolive antibacterial foaming hand wash is specifically formulated to kill germs. invigorate your senses with this rich antibacterial foaming handwash. it will leave your hands clean and feeling fresh, all with a scent of lime & mint.
725005,johnson's,body wash,specially designed with vitamin b5 which is an essential ingredient in the maintenance of healthy skin. lasts 185+ washes, which is enough for a family of 4 for more than a month! (average 2 pumps per wash). dermatologically tested & 100% soap free.
725006,johnson's,body wash,intense skin conditioners to help make skin more supple. reduce skin flakiness & dryness. lasts 185+ washes, enough for a family of 4 for more than a month! (average 2 pumps per wash). dermatologically tested & 100% soap free.
725009,johnson's ,body wash,infused with the delicate aroma of tea roses & white peach to give your skin more vitality. lasts 185+ washes, which is enough for a family of 4 for more than a month! (average 2 pumps per wash) dermatologically tested and 100% soap free.
725013,lindt excellence,dark chocolate,escape to the exotic pleasure of toasted coconut flakes enrobed in caramel perfectly balanced with smooth dark chocolate. a delightful chocolate sensation.
725020,johnson's,body wash,infused with chamomile extract & lavender essences. enhance your skin's renewal process while you sleep. lasts 185+ washes, enough for a family of 4 for more than a month! (average2 pumps per wash). dermatologically tested & 100% soap free.
725036,pears ,body wash,pears shower gel is 100% soap-free, pure and gentle on the skin.
725074,natures own,glucosamine 1500mg,x
725080,little wishes,teether,x
725081,little wishes non spill,cups,design may vary. please advise in your personal shopper notes your preferred design when reviewing your order at checkout. please note the design delivered is subject to availability.
725083,little wishes spin & sip,cups,x
725090,blitzem,insect control,x
725097,nature's own,complete sleep,works to help calm a racing mind.\r\nhelps you fall asleep, stay asleep & wake up refreshed.\r\ncontains hops and 50% more lactium than the original complete sleep for peak times of stress and insomnia.
725105,vitaustralia,olive leaf extract liquid,for the relief of coughs and sore throat. traditionally used to help reduce fever. antioxidant properties. supports healthy blood pressure in healthy individuals. supports the immune system.
